IncidentId,IcmLink,IsMissingRCA,IsTriaged,StartOfWeek,LookingDate,CreateDate,ModifiedDate,MitigateDate,ResolveDate,MonitorId,RoutingId,OwningTenantId,OwningTenantName,OwningTeamId,OwningTeamName,OwningContactAlias,Severity,Status,InactiveInDays,Title,RootCauseId,RCATitle,RCADescription,ResponsibleTeamName,ResponsibleTeamId,Tags,RunnerName,RunnerInstance,Region,Phase,TestPhase,RunnerFlavor,SubscriptionId,FailureType,IcmAutoCorrelation,HowFixed,Mitigation,RepairItems,SeverityDowngradeBy,SeverityDowngradeType,FinalTeamGroup
716041562,https://portal.microsofticm.com/imp/v5/incidents/details/716041562/summary,0,1,2025-11-23 00:00:00+00:00,2025-11-27 15:10:40.333000+00:00,2025-11-27 15:10:40.333000+00:00,2025-11-27 16:48:51.273000+00:00,,,azf-PrivateLinkIPBasedPLSNatCAUpdate-CP-V2,MDM://RNM_TRIAGE,10045,Cloudnet,10661,RNM,lawrencewang,3,ACTIVE,155,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate Region: useast2euap Instance: azfPrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd Phase: InitialDeployment,,,,CLOUDNET\RNM,10661,[],AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate,azfPrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azf,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,,,,lawrencewang,DRI,Xinyan Team
716223783,https://portal.microsofticm.com/imp/v5/incidents/details/716223783/summary,0,1,2025-11-23 00:00:00+00:00,2026-04-22 21:44:16.227000+00:00,2025-11-28 04:17:00.610000+00:00,2026-04-22 21:44:45.490000+00:00,2026-04-22 21:44:16.227000+00:00,,azf-AzsmApiMgdVip-CP,MDM://nsmplus,10045,Cloudnet,39447,SDNE2ERunners,mkalacheva,25,MITIGATED,0,[Control Path: NSMPlus-AzSM] Runner Name: AzNetToolsRunners.AzsmApiMgdVip Region: useast2euap Instance: azfNonSpdSlbv1AzsmApiMgdVipuseast2euapProd Phase: DeleteRg,8406066,[Control Path: NSMPlus-AzSM] Runner Name: AzNetToolsRunners.AzsmApiMgdVip Region: useast2euap Instance: azfNonSpdSlbv1AzsmApiMgdVipuseast2euapProd Phase: DeleteRg,"Found the below error signatures from Log : TRACETELEMETRYErrorCode: n/aErrorSignatures: Overall Bootstrap Scripts for all VMs result is: FalseAdditional Message:Runner VM Bootstrap Verification failed. Example ICM: 354121849. If this keeps happening during Runner Deployment stage, the Runner will not execute its actual testing scenarios at all, and it will emit 'no dp Metrics' and triggers an ICM. Auto-transferring to Runner team.Succeed to update incident: 716223783 severity from 2 to 25",CLOUDNET\SDNE2ERunners,39447,[],AzNetToolsRunners.AzsmApiMgdVip,azfNonSpdSlbv1AzsmApiMgdVipuseast2euapProd,useast2euap,DeleteRg,Delete RG,azfNonSpdSlbv1,76ace17a-ac89-4eac-8574-08884b42d682,Delete RG,0,Other,DeleteRg metric healthy,,Auto-Triage,Auto-Triage,Runner Team
716314187,https://portal.microsofticm.com/imp/v5/incidents/details/716314187/summary,0,1,2025-11-23 00:00:00+00:00,2025-11-28 13:22:46.073000+00:00,2025-11-28 10:32:59.220000+00:00,2025-11-28 15:54:06.480000+00:00,2025-11-28 13:22:46.073000+00:00,,azf-PrivateLinkRegionalPeeringPLNSG-CP-V2,MDM://RNM_TRIAGE,10045,Cloudnet,10661,RNM,sdoddini,2,MITIGATED,0,[Control Path: PrivateLink] Runner Name: AzNetToolsRunners.PrivateLinkRegionalPeeringPLNSG Region: germanywc Instance: azfPrivateLinkRegionalPeeringPLNSGgermanywcProd Phase: InitialDeployment,8410579,[Control Path: PrivateLink] Runner Name: AzNetToolsRunners.PrivateLinkRegionalPeeringPLNSG Region: germanywc Instance: azfPrivateLinkRegionalPeeringPLNSGgermanywcProd Phase: InitialDeployment,,CLOUDNET\RNM,10661,[],AzNetToolsRunners.PrivateLinkRegionalPeeringPLNSG,azfPrivateLinkRegionalPeeringPLNSGgermanywcProd,germanywc,InitialDeployment,Deployment RG,azf,b1518ad1-dfde-41c2-8748-df7b3d01469e,Deployment,0,External,Transient. Monitor is healthy,,N/A,N/A,Xinyan Team
716327670,https://portal.microsofticm.com/imp/v5/incidents/details/716327670/summary,0,0,2025-11-23 00:00:00+00:00,2025-11-28 20:30:48.160000+00:00,2025-11-28 11:30:53.240000+00:00,2025-12-03 22:54:11.090000+00:00,2025-11-28 20:30:48.160000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,satyakotha,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: useast2 Instance: azfAnmCPPublicRoutingCommituseast2Prod,,,,,,[],AzNetToolsRunners.AnmCPPublicRoutingCommit,,useast2,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 270.0 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/useast2_azfAnmCPPublicRoutingCommituseast2Prod_AzNetToolsRunners.AnmCPPublicRoutingCommit.,,N/A,N/A,Xinyan Team
716356937,https://portal.microsofticm.com/imp/v5/incidents/details/716356937/summary,0,1,2025-11-23 00:00:00+00:00,2025-11-28 13:39:39.870000+00:00,2025-11-28 13:39:39.870000+00:00,2025-11-28 20:03:48.647000+00:00,,,azf-PERunner-CP-V2,MDM://RNM_TRIAGE,10045,Cloudnet,39447,SDNE2ERunners,mkalacheva,3,ACTIVE,154,[Control Path: PrivateLink] Runner Name: AzNetToolsRunners.PERunner Region: canadaeast Instance: azfPERunnercanadaeastPaircanadacentralProd Phase: InitialDeployment,,,,CLOUDNET\SDNE2ERunners,39447,"[""M365 Incident Linking""]",AzNetToolsRunners.PERunner,azfPERunnercanadaeastPaircanadacentralProd,canadaeast,InitialDeployment,Deployment RG,,,Deployment,0,,,,mkalacheva,DRI,Runner Team
716359709,https://portal.microsofticm.com/imp/v5/incidents/details/716359709/summary,0,1,2025-11-23 00:00:00+00:00,2025-11-28 13:51:38.277000+00:00,2025-11-28 13:51:38.277000+00:00,2025-11-28 20:04:18.793000+00:00,,,azf-PERunnerPLNSG-CP-V2,MDM://RNM_TRIAGE,10045,Cloudnet,39447,SDNE2ERunners,mkalacheva,3,ACTIVE,154,[Control Path: PrivateLink] Runner Name: AzNetToolsRunners.PERunnerPLNSG Region: canadaeast Instance: azfPERunnerPLNSGcanadaeastPaircanadacentralProd Phase: InitialDeployment,,,,CLOUDNET\SDNE2ERunners,39447,"[""M365 Incident Linking""]",AzNetToolsRunners.PERunnerPLNSG,azfPERunnerPLNSGcanadaeastPaircanadacentralProd,canadaeast,InitialDeployment,Deployment RG,,,Deployment,0,,,,mkalacheva,DRI,Runner Team
716409320,https://portal.microsofticm.com/imp/v5/incidents/details/716409320/summary,0,1,2025-11-23 00:00:00+00:00,2026-04-22 21:45:59.807000+00:00,2025-11-28 17:32:57.350000+00:00,2026-04-22 21:46:22.120000+00:00,2026-04-22 21:45:59.807000+00:00,, azf-LbMigrPubLbAndIlb-CP,MDM://nsmplus,10045,Cloudnet,39447,SDNE2ERunners,mkalacheva,25,MITIGATED,0,[Control Path: NSMPlus-AzSM] Runner Name: AzNetToolsRunners.LbMigrPubIPLB Region: useast2euap Instance: azfSpdSlbv1LbMigrPubIPLBuseast2euapProd Phase: DeleteRG,8412315,[Control Path: NSMPlus-AzSM] Runner Name: AzNetToolsRunners.LbMigrPubIPLB Region: useast2euap Instance: azfSpdSlbv1LbMigrPubIPLBuseast2euapProd Phase: DeleteRG,"Found the below error signatures from Log : TRACETELEMETRYErrorCode: n/aErrorSignatures: Overall Bootstrap Scripts for all VMs result is: FalseAdditional Message:Runner VM Bootstrap Verification failed. Example ICM: 354121849. If this keeps happening during Runner Deployment stage, the Runner will not execute its actual testing scenarios at all, and it will emit 'no dp Metrics' and triggers an ICM. Auto-transferring to Runner team.Succeed to update incident: 716409320 severity from 2 to 25",CLOUDNET\SDNE2ERunners,39447,[],AzNetToolsRunners.LbMigrPubIPLB,azfSpdSlbv1LbMigrPubIPLBuseast2euapProd,useast2euap,DeleteRG,Delete RG,azfSpdSlbv1,686820bf-26f6-42bc-9711-95bb202fae50,Delete RG,0,Other,DeleteRG metric healthy,,Auto-Triage,Auto-Triage,Runner Team
716612964,https://portal.microsofticm.com/imp/v5/incidents/details/716612964/summary,0,1,2025-11-23 00:00:00+00:00,2025-12-01 17:06:42.403000+00:00,2025-11-29 09:48:06.653000+00:00,2025-12-01 17:08:44.333000+00:00,2025-12-01 17:06:42.403000+00:00,,azf-PrivateLinkIPBasedPLSAliasing-CP-V2,MDM://RNM_TRIAGE,10045,Cloudnet,71271,SDNAppliance,adelamorena,2,MITIGATED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSAliasing Region: useast2euap Instance: azfPrivateLinkIPBasedPLSAliasinguseast2euapProd Phase: InitialDeployment,8415813,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSAliasing Region: useast2euap Instance: azfPrivateLinkIPBasedPLSAliasinguseast2euapProd Phase: InitialDeployment,"Found the below error signatures from Log : NRPErrorCode: BackgroundTaskFailedErrorSignatures: Background task failed, FailedToUpdateEnrResourceToVncAdditional Message:The issue is most likely allocation failure of Enr resource to Vnc with error 'FailedToUpdateEnrResourceToVnc', transferring to Sdn Appliance team.",CLOUDNET\SDNAppliance,71271,"[""BackgroundTaskFailed"",""FailedToUpdateEnrResourceToVnc""]",AzNetToolsRunners.PrivateLinkIPBasedPLSAliasing,azfPrivateLinkIPBasedPLSAliasinguseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azf,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,Transient,Transient,,N/A,N/A,Other Teams
716615474,https://portal.microsofticm.com/imp/v5/incidents/details/716615474/summary,0,0,2025-11-23 00:00:00+00:00,2025-11-29 19:06:18.753000+00:00,2025-11-29 10:00:39.097000+00:00,2025-11-29 19:06:18.780000+00:00,2025-11-29 19:06:18.753000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: ussoutheast Instance: azfAnmCPPublicRoutingCommitussoutheastProd,,,,,,[],AzNetToolsRunners.AnmCPPublicRoutingCommit,,ussoutheast,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 270.0 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/ussoutheast_azfAnmCPPublicRoutingCommitussoutheastProd_AzNetToolsRunners.AnmCPPublicRoutingCommit.,,N/A,N/A,Xinyan Team
716668196,https://portal.microsofticm.com/imp/v5/incidents/details/716668196/summary,0,0,2025-11-23 00:00:00+00:00,2025-11-30 01:00:46.923000+00:00,2025-11-29 14:36:16.437000+00:00,2025-12-03 22:40:10.440000+00:00,2025-11-30 01:00:46.923000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicInterop Region: asiasoutheast Instance: azfAnmCPPublicInteropasiasoutheastProd,,,,,,[],AzNetToolsRunners.AnmCPPublicInterop,,asiasoutheast,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 270.0 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/asiasoutheast_azfAnmCPPublicInteropasiasoutheastProd_AzNetToolsRunners.AnmCPPublicInterop.,,N/A,N/A,Xinyan Team
716880141,https://portal.microsofticm.com/imp/v5/incidents/details/716880141/summary,0,0,2025-11-30 00:00:00+00:00,2025-11-30 18:00:44.833000+00:00,2025-11-30 09:00:47.437000+00:00,2025-11-30 18:00:44.857000+00:00,2025-11-30 18:00:44.833000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,satyakotha,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: useast2 Instance: azfAnmCPPublicRoutingCommituseast2Prod,,,,,,[],AzNetToolsRunners.AnmCPPublicRoutingCommit,,useast2,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 270.0 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/useast2_azfAnmCPPublicRoutingCommituseast2Prod_AzNetToolsRunners.AnmCPPublicRoutingCommit.,,N/A,N/A,Xinyan Team
716941955,https://portal.microsofticm.com/imp/v5/incidents/details/716941955/summary,0,1,2025-11-30 00:00:00+00:00,2025-12-01 12:22:48.577000+00:00,2025-11-30 14:27:24.247000+00:00,2025-12-04 08:31:16.703000+00:00,2025-12-01 12:22:48.577000+00:00,,azfRNC-PrivateLinkIPBasedPLSDestinationIPChange-CP-V2,MDM://RNC_TRIAGE,10045,Cloudnet,71271,SDNAppliance,aditigupta,2,MITIGATED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange Region: useast2euap Instance: azfHybridRncPlsPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd Phase: InitialDeployment,8428623,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange Region: useast2euap Instance: azfHybridRncPlsPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd Phase: InitialDeployment,,CLOUDNET\SDNAppliance,71271,"[""BackgroundTaskFailed"",""FailedToUpdateEnrResourceToVnc""]",AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange,azfHybridRncPlsPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azfHybridRncPls,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,Unable To Reproduce,monitor healthy,,N/A,N/A,Other Teams
716942901,https://portal.microsofticm.com/imp/v5/incidents/details/716942901/summary,0,1,2025-11-30 00:00:00+00:00,2026-04-28 20:44:16.153000+00:00,2025-11-30 14:32:30.110000+00:00,2026-04-28 20:44:29.903000+00:00,2026-04-28 20:44:16.153000+00:00,, azf-LbMigrPubLbAndIlb-CP,MDM://nsmplus,10045,Cloudnet,39447,SDNE2ERunners,mkalacheva,25,MITIGATED,0,[Control Path: NSMPlus-AzSM] Runner Name: AzNetToolsRunners.LbMigrPubIPLB Region: useast2euap Instance: azfNonSpdSlbv1LbMigrPubIPLBuseast2euapProd Phase: DeleteRg,8420757,[Control Path: NSMPlus-AzSM] Runner Name: AzNetToolsRunners.LbMigrPubIPLB Region: useast2euap Instance: azfNonSpdSlbv1LbMigrPubIPLBuseast2euapProd Phase: DeleteRg,"Found the below error signatures from Log : TRACETELEMETRYErrorCode: n/aErrorSignatures: Overall Bootstrap Scripts for all VMs result is: FalseAdditional Message:Runner VM Bootstrap Verification failed. Example ICM: 354121849. If this keeps happening during Runner Deployment stage, the Runner will not execute its actual testing scenarios at all, and it will emit 'no dp Metrics' and triggers an ICM. Auto-transferring to Runner team.Succeed to update incident: 716942901 severity from 2 to 25",CLOUDNET\SDNE2ERunners,39447,[],AzNetToolsRunners.LbMigrPubIPLB,azfNonSpdSlbv1LbMigrPubIPLBuseast2euapProd,useast2euap,DeleteRg,Delete RG,azfNonSpdSlbv1,686820bf-26f6-42bc-9711-95bb202fae50,Delete RG,0,Other,RG azfNonSpdSlbv1LbMigrPubIPLBEUS2EUAPProd251116052024 deleted,,Auto-Triage,Auto-Triage,Runner Team
716999169,https://portal.microsofticm.com/imp/v5/incidents/details/716999169/summary,0,1,2025-11-30 00:00:00+00:00,2026-01-06 04:48:05.810000+00:00,2025-11-30 19:39:35.423000+00:00,2026-01-06 04:48:39.180000+00:00,2026-01-06 04:26:17.190000+00:00,2026-01-06 04:48:05.810000+00:00,azf-AzsmApiMgdRsvdVip-CP,MDM://nsmplus,10045,Cloudnet,67334,NsmPlus,joshuastrain,2,RESOLVED,0,[Control Path: NSMPlus-AzSM] Runner Name: AzNetToolsRunners.AzsmApiMgdRsvdVip Region: useast2euap Instance: azfNonSpdSlbv1AzsmApiMgdRsvdVipuseast2euapProd Phase: DeleteRg,8835026,Pending Deletion Cleanup,The pending deletion was caused by the VIP has been hold by some of zombie tenant. We have already loss the log to RCA how the tenant has been leaked. We have cleanup the leaked tenant and mitigate the issue.,,,[],AzNetToolsRunners.AzsmApiMgdRsvdVip,azfNonSpdSlbv1AzsmApiMgdRsvdVipuseast2euapProd,useast2euap,DeleteRg,Delete RG,azfNonSpdSlbv1,76ace17a-ac89-4eac-8574-08884b42d682,Delete RG,0,Fixed By Automation,Signal shows healthy,,N/A,N/A,Xinyan Team
717040580,https://portal.microsofticm.com/imp/v5/incidents/details/717040580/summary,0,1,2025-11-30 00:00:00+00:00,2025-12-01 01:17:19.187000+00:00,2025-11-30 23:21:44.103000+00:00,2025-12-01 01:19:03.293000+00:00,2025-12-01 01:17:19.187000+00:00,,azf-PERunnerPLNSG-CP-V2,MDM://RNM_TRIAGE,10045,Cloudnet,10661,RNM,petjohn,2,MITIGATED,0,[Control Path: PrivateLink] Runner Name: AzNetToolsRunners.PERunnerPLNSG Region: indiacentral Instance: azfPERunnerPLNSGindiacentralPairindiasouthProd Phase: InitialDeployment,8422564,I don't know why I need to create an RCA to mitigate prior to conducting RCA,It is being mitigated to perform RCA.,CLOUDNET\RNM,10661,[],AzNetToolsRunners.PERunnerPLNSG,azfPERunnerPLNSGindiacentralPairindiasouthProd,indiacentral,InitialDeployment,Deployment RG,azf,b1518ad1-dfde-41c2-8748-df7b3d01469e,Deployment,0,Fixed with TSG,Restarted runner. RCA needed.,,N/A,N/A,Xinyan Team
717118976,https://portal.microsofticm.com/imp/v5/incidents/details/717118976/summary,0,1,2025-11-30 00:00:00+00:00,2025-12-01 12:45:01.747000+00:00,2025-12-01 05:26:36.617000+00:00,2025-12-01 12:45:35.293000+00:00,2025-12-01 12:45:01.747000+00:00,,azfRNC-PrivateLinkIPBasedPLSNatCAUpdate-CP-V2,MDM://RNC_TRIAGE,10045,Cloudnet,71271,SDNAppliance,aditigupta,2,MITIGATED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate Region: useast2euap Instance: azfHybridRncPePrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd Phase: InitialDeployment,8424218,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate Region: useast2euap Instance: azfHybridRncPePrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd Phase: InitialDeployment,"Found the below error signatures from Log : NRPErrorCode: BackgroundTaskFailedErrorSignatures: Background task failed, FailedToUpdateEnrResourceToVncAdditional Message:The issue is most likely allocation failure of Enr resource to Vnc with error 'FailedToUpdateEnrResourceToVnc', transferring to Sdn Appliance team.",CLOUDNET\SDNAppliance,71271,"[""BackgroundTaskFailed"",""FailedToUpdateEnrResourceToVnc""]",AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate,azfHybridRncPePrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azfHybridRncPe,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,Transient,monitor healthy,,N/A,N/A,Other Teams
717149602,https://portal.microsofticm.com/imp/v5/incidents/details/717149602/summary,0,1,2025-11-30 00:00:00+00:00,2025-12-01 12:27:43.323000+00:00,2025-12-01 07:38:09.450000+00:00,2025-12-01 12:28:34.793000+00:00,2025-12-01 12:27:43.323000+00:00,,azf-PrivateLinkIPBasedPLSDestinationIPChange-CP-V2,MDM://RNM_TRIAGE,10045,Cloudnet,71271,SDNAppliance,aditigupta,2,MITIGATED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange Region: useast2euap Instance: azfPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd Phase: InitialDeployment,8425616,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange Region: useast2euap Instance: azfPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd Phase: InitialDeployment,"Found the below error signatures from Log : NRPErrorCode: BackgroundTaskFailedErrorSignatures: Background task failed, FailedToUpdateEnrResourceToVncAdditional Message:The issue is most likely allocation failure of Enr resource to Vnc with error 'FailedToUpdateEnrResourceToVnc', transferring to Sdn Appliance team.",CLOUDNET\SDNAppliance,71271,"[""BackgroundTaskFailed"",""FailedToUpdateEnrResourceToVnc""]",AzNetToolsRunners.PrivateLinkIPBasedPLSDestinationIPChange,azfPrivateLinkIPBasedPLSDestinationIPChangeuseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azf,77c3f3ce-0781-4bec-bd1b-694d780a058a,Deployment,0,Transient,monitor healthy,,N/A,N/A,Other Teams
717160361,https://portal.microsofticm.com/imp/v5/incidents/details/717160361/summary,0,0,2025-11-30 00:00:00+00:00,2025-12-01 08:21:05.347000+00:00,2025-12-01 08:21:05.347000+00:00,2025-12-01 08:23:23.290000+00:00,,,azf-DNSRunner-CP,MDM://nsmplus,10045,Cloudnet,67334,NsmPlus,,2,ACTIVE,151,[Control Path: RNM] Runner Name: AzNetToolsRunners.DNSRunner Region: useast2euap Instance: azfDNSRunneruseast2euapProd Phase: ValidateDNSSetting-Ipv4,,,,,,[],AzNetToolsRunners.DNSRunner,azfDNSRunneruseast2euapProd,useast2euap,ValidateDNSSetting-Ipv4,Others,azf,15aa9ba4-9bd3-499f-ba12-9a5736d0cd68,Testing Failure,0,,,,N/A,N/A,Xinyan Team
717495078,https://portal.microsofticm.com/imp/v5/incidents/details/717495078/summary,0,0,2025-11-30 00:00:00+00:00,2025-12-02 15:30:45.450000+00:00,2025-12-02 06:30:47.833000+00:00,2025-12-02 15:30:45.463000+00:00,2025-12-02 15:30:45.450000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: useast2 Instance: azfAnmCPPublicRoutingCommituseast2Prod,,,,,,[],AzNetToolsRunners.AnmCPPublicRoutingCommit,,useast2,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 270.0 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/useast2_azfAnmCPPublicRoutingCommituseast2Prod_AzNetToolsRunners.AnmCPPublicRoutingCommit.,,N/A,N/A,Xinyan Team
717555902,https://portal.microsofticm.com/imp/v5/incidents/details/717555902/summary,0,0,2025-11-30 00:00:00+00:00,2025-12-03 07:00:48.137000+00:00,2025-12-02 10:30:42.740000+00:00,2025-12-04 17:02:40.560000+00:00,2025-12-03 07:00:48.137000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,sanaokar,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: uscentraleuap Instance: azfAnmCPPublicRoutingCommituscentraleuapProd,,,,,,[],AzNetToolsRunners.AnmCPPublicRoutingCommit,,uscentraleuap,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 270.0 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/uscentraleuap_azfAnmCPPublicRoutingCommituscentraleuapProd_AzNetToolsRunners.AnmCPPublicRoutingCommit.,,N/A,N/A,Xinyan Team
718222103,https://portal.microsofticm.com/imp/v5/incidents/details/718222103/summary,0,0,2025-11-30 00:00:00+00:00,2025-12-04 13:06:08.670000+00:00,2025-12-04 04:06:20.270000+00:00,2025-12-04 13:06:08.657000+00:00,2025-12-04 13:06:08.670000+00:00,,azf-AnmCPPublic-Sev25,MDM://AzureNetworkManager,10045,Cloudnet,60163,ManagedNetworkController,,25,MITIGATED,0,[Control Path: AVNMCP] Runner Name: AzNetToolsRunners.AnmCPPublicRoutingCommit Region: useast2 Instance: azfAnmCPPublicRoutingCommituseast2Prod,,,,,,[],AzNetToolsRunners.AnmCPPublicRoutingCommit,,useast2,AggregatedPhase,Others,,,AggregatedPhase,0,,Incident is mitigated by the monitor azf-AnmCPPublic-Sev25 because the watchdogs associated with this incident have reported healthy at least 10 times in last 269.9 mins for resource resource://AzNetToolsRunners/azf-AnmCPPublic-CP-RunnerInstance/useast2_azfAnmCPPublicRoutingCommituseast2Prod_AzNetToolsRunners.AnmCPPublicRoutingCommit.,,N/A,N/A,Xinyan Team
718356792,https://portal.microsofticm.com/imp/v5/incidents/details/718356792/summary,0,1,2025-11-30 00:00:00+00:00,2025-12-07 19:07:33.253000+00:00,2025-12-04 11:59:24.457000+00:00,2025-12-07 19:07:39.917000+00:00,2025-12-07 19:07:04.870000+00:00,2025-12-07 19:07:33.253000+00:00,azfRNC-PrivateLinkIPBasedPLSNatCAUpdate-CP-V2,MDM://RNC_TRIAGE,10045,Cloudnet,71271,SDNAppliance,vprabhakar,2,RESOLVED,0,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate Region: useast2euap Instance: azfRncPrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd Phase: InitialDeployment,8476201,[Control Path: PrivateLink][PLS UDR]  Runner Name: AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate Region: useast2euap Instance: azfRncPrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd Phase: InitialDeployment,"Found the below error signatures from Log : NRPErrorCode: BackgroundTaskFailedErrorSignatures: Background task failed, FailedToUpdateEnrResourceToVncAdditional Message:The issue is most likely allocation failure of Enr resource to Vnc with error 'FailedToUpdateEnrResourceToVnc', transferring to Sdn Appliance team.",CLOUDNET\SDNAppliance,71271,"[""BackgroundTaskFailed"",""FailedToUpdateEnrResourceToVnc""]",AzNetToolsRunners.PrivateLinkIPBasedPLSNatCAUpdate,azfRncPrivateLinkIPBasedPLSNatCAUpdateuseast2euapProd,useast2euap,InitialDeployment,Deployment RG,azfRnc,d8be6c04-a1dd-4850-8651-cd92b87d52f9,Deployment,0,Other,capacity issue. bring back healthy ag in rotation,,N/A,N/A,Other Teams
